id,userName,score,date,thumbsUp,replyDate,version,text,replyText,url
"628a03f4-4d72-4dbb-99ae-2ae61ad44be1","Vladimir Ivanov","2","2026-05-23T12:20:31.541Z","0",,"1.434.9","нельзя отредактировать некорректно сгенерированное видео. изменяет людей, которые должны были быть на видео.",,"https://play.google.com/store/apps/details?id=com.google.android.apps.labs.whisk&reviewId=628a03f4-4d72-4dbb-99ae-2ae61ad44be1"
"2d053b63-1638-49de-a26f-09950b327543","Abiodun Olarewaju Okubanjo","1","2026-05-23T11:28:36.364Z","0",,"1.434.9","I hate this new update, the image to video can't make use of the provided image given to.... instead it will bring out something different from what I wanted",,"https://play.google.com/store/apps/details?id=com.google.android.apps.labs.whisk&reviewId=2d053b63-1638-49de-a26f-09950b327543"
"f2b4c056-38ed-4fe4-a7a6-47864e4a4ce9","Babatunde wasiu Agbolahan","5","2026-05-23T11:10:43.957Z","1",,"1.434.9","this app is trusted and the best but please in Nigeria we can't pay for subscription easily with MasterCard it's always ask for dollars virtual card which is not easy for to get please work on it thanks!!!",,"https://play.google.com/store/apps/details?id=com.google.android.apps.labs.whisk&reviewId=f2b4c056-38ed-4fe4-a7a6-47864e4a4ce9"
"6284dfc8-4f98-4759-b837-0ecd4f0ee336","Gaurav","4","2026-05-23T11:09:31.680Z","0",,,"app kaafi accha hai smooth hai😄, upscale aur resolution select karne ka option bhi add karna isme.👍",,"https://play.google.com/store/apps/details?id=com.google.android.apps.labs.whisk&reviewId=6284dfc8-4f98-4759-b837-0ecd4f0ee336"
"eb0e1b79-358b-4407-96b8-cb6afc7868d5","Mahmoud Maher","5","2026-05-23T11:01:21.660Z","0",,"1.434.9","very good",,"https://play.google.com/store/apps/details?id=com.google.android.apps.labs.whisk&reviewId=eb0e1b79-358b-4407-96b8-cb6afc7868d5"
"3fdacc62-a5ea-4af7-9cbc-81bbbfa980e5","Pawan Chauhan","1","2026-05-23T10:59:36.605Z","0",,"1.434.9","not working",,"https://play.google.com/store/apps/details?id=com.google.android.apps.labs.whisk&reviewId=3fdacc62-a5ea-4af7-9cbc-81bbbfa980e5"
"f33dd2ba-10be-4e37-9d33-6f34c13b214c","luckey verma","1","2026-05-23T10:52:32.886Z","0",,,"time waste",,"https://play.google.com/store/apps/details?id=com.google.android.apps.labs.whisk&reviewId=f33dd2ba-10be-4e37-9d33-6f34c13b214c"
"53cc4816-ee5c-4c49-8cc9-0c12132fd730","Onu Sophia Ezinne","5","2026-05-23T09:13:51.156Z","0",,"1.434.9","👍🙂",,"https://play.google.com/store/apps/details?id=com.google.android.apps.labs.whisk&reviewId=53cc4816-ee5c-4c49-8cc9-0c12132fd730"
"f1af1c78-dc2b-4c2c-8727-30e4e5cda4a7","Isarapuapparao Isarapuapparao","3","2026-05-23T08:48:22.826Z","0",,,"average",,"https://play.google.com/store/apps/details?id=com.google.android.apps.labs.whisk&reviewId=f1af1c78-dc2b-4c2c-8727-30e4e5cda4a7"
"0050d1e3-f9ad-4ea6-a266-7af7a3bc743a","Mr Mahadev","3","2026-05-23T07:52:51.160Z","0",,"1.434.9","there is no option showing to rename an image created",,"https://play.google.com/store/apps/details?id=com.google.android.apps.labs.whisk&reviewId=0050d1e3-f9ad-4ea6-a266-7af7a3bc743a"
"91f3bd5f-6a7f-4c7b-8dc0-8b0d8097e470","Jabarrie Tapscott","4","2026-05-23T07:35:08.949Z","0",,"1.434.9","if only the image generations were completely limitless without needing to pay",,"https://play.google.com/store/apps/details?id=com.google.android.apps.labs.whisk&reviewId=91f3bd5f-6a7f-4c7b-8dc0-8b0d8097e470"
"d1a5fa97-4157-4ba9-9204-a89f18a24062","Nitin Shinde","4","2026-05-23T05:57:41.583Z","0",,"1.434.9","gimini] google app's 🙃 👍🏻",,"https://play.google.com/store/apps/details?id=com.google.android.apps.labs.whisk&reviewId=d1a5fa97-4157-4ba9-9204-a89f18a24062"
"86ae8466-4fa3-4605-8a93-9e144f71582f","Atiqullah Khairkhwa","2","2026-05-23T05:11:13.815Z","0",,"1.434.9","We can't download our generated videos properly on this app and also we can't upload some photos to this.",,"https://play.google.com/store/apps/details?id=com.google.android.apps.labs.whisk&reviewId=86ae8466-4fa3-4605-8a93-9e144f71582f"
"eb5b026b-bc3a-4a11-ba4f-072b70864f92","Vikram Rathore","5","2026-05-23T03:56:29.827Z","0",,"1.434.9","बहुत अच्छा ऐप है ⭐⭐⭐⭐⭐ वीडियो क्वालिटी और क्लैरिटी शानदार है। थोड़ा सा वीडियो एक्सटेंड का ऑप्शन मिलता तो और बेहतर होता।",,"https://play.google.com/store/apps/details?id=com.google.android.apps.labs.whisk&reviewId=eb5b026b-bc3a-4a11-ba4f-072b70864f92"
